date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:30	8970435/8970435	U-----	200	untouched ('')	image/png	etag:%2288e0c3-6251f21b052dc%22	http://engo.test/wp-content/uploads/2024/10/overlay-round-bg.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/overlay-round-bg.png	(from http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730113902)
16:43:32	247953/247953	U--M--	200	updated ('OK')	image/png	etag:%223c891-62586d04da948%22	http://engo.test/wp-content/uploads/2024/10/hero-bg.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/hero-bg.png	(from http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730113902)
16:43:35	32392/32392	U--M--	200	updated ('OK')	image/png	etag:%227e88-62586d9beddc5%22	http://engo.test/wp-content/uploads/2024/10/pikaso_edit-1-copy-1.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/pikaso_edit-1-copy-1.png	(from http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730113902)
16:43:36	283042/283042	U-----	200	untouched ('')	image/jpeg	etag:%22451a2-6254b8b23c52c%22	http://engo.test/wp-content/uploads/2024/10/pikaso_edit_1-1.jpeg	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/pikaso_edit_1-1.jpg	(from http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730113902)
16:43:42	63392/63392	U--M--	200	updated ('OK')	image/jpeg	etag:%22f7a0-62586d1d2da39%22	http://engo.test/wp-content/uploads/2024/10/freepik__candid-image-photography-natural-textures-highly-r__16259.jpeg	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/freepik__candid-image-photography-natural-textures-highly-r__16259.jpg	(from http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730113902)
16:43:43	412294/412294	U--M--	200	updated ('OK')	image/jpeg	etag:%2264a86-62586d774b575%22	http://engo.test/wp-content/uploads/2024/10/full-shot-smiley-girl-with-tablet-headphones-scaled.jpg	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/full-shot-smiley-girl-with-tablet-headphones-scaled.jpg	(from http://engo.test/)
16:43:43	15438/15438	---M--	200	added ('OK')	text/css	etag:%223c4e-62586b92aef1f%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-post-900.min.css?ver=1730110411	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-post-900.min0cc3.css	(from http://engo.test/courses/engo-junior/)
16:43:43	97557/97557	---M--	200	added ('OK')	text/css	etag:%2217d15-6258789c7549e%22	http://engo.test/wp-content/uploads/elementor/css/post-900.css?ver=1730113922	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-9006e66.css	(from http://engo.test/courses/engo-junior/)
16:43:43	0/-1	---M--	301	error ('')			http://engo.test/contact-us	C:/My%20Web%20Sites/engo/engo.test/contact-us.3f.delayed	(from http://engo.test/courses/engo-junior/)
16:43:44	9904/9904	---M--	200	added ('OK')	text/css	etag:%2226b0-625875d3df806%22	http://engo.test/wp-content/uploads/elementor/css/custom-widget-icon-list.min.css?ver=1730113175	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/custom-widget-icon-list.minc9df.css	(from http://engo.test/courses/engo-junior/)
16:43:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:13:44%20GMT	http://engo.test/?p=900	C:/My%20Web%20Sites/engo/engo.test/index76da.html	(from http://engo.test/courses/engo-junior/)
16:43:46	2825/2825	---M--	200	added ('OK')	application/javascript	etag:%22b09-62586b92ae323%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-post-900.min.js?ver=1730110411	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-post-900.min0cc3.js	(from http://engo.test/courses/engo-junior/)
16:43:49	2624/2624	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2009:54:22%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcourses%2Fengo-junior%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed016e.json	(from http://engo.test/courses/engo-junior/)
16:43:50	84958/84958	U--M--	200	updated ('OK')	image/jpeg	etag:%2214bde-62586dce413e6%22	http://engo.test/wp-content/uploads/2024/10/freepik__a-group-of-diverse-instructors-or-learners-engaged__42354-1.jpeg	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/freepik__a-group-of-diverse-instructors-or-learners-engaged__42354-1.jpg	(from http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730113902)
16:43:50	2830/2830	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2009:54:23%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcourses%2Fengo-junior%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embeda5d7	(from http://engo.test/courses/engo-junior/)
16:43:50	4913/4913	---M--	200	added ('OK')	text/css	etag:%221331-6252188bbfeb3%22	http://engo.test/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-extra-adv.min.css?ver=1730108793	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/the-plus-addons-for-elementor-page-builder/assets/css/main/plus-extra-adv/plus-extra-adv.minea84.css	(from http://engo.test/courses/engo-standard/)
16:43:55	25447/25447	U--M--	200	updated ('OK')	image/png	etag:%226367-62586db953bea%22	http://engo.test/wp-content/uploads/2024/10/image-15.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/image-15.png	(from http://engo.test/courses/engo-junior/)
16:43:55	10845/10845	---M--	200	added ('OK')	text/css	etag:%222a5d-6258789abfec0%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-1040-1040.min.css?ver=1730108793	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-1040-1040.minea84.css	(from http://engo.test/courses/engo-standard/)
16:43:55	98292/98292	---M--	200	added ('OK')	text/css	etag:%2217ff4-6258789ca4211%22	http://engo.test/wp-content/uploads/elementor/css/post-1040.css?ver=1730113922	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-10406e66.css	(from http://engo.test/courses/engo-standard/)
16:43:57	72428/72428	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:13:43%20GMT	http://engo.test/wp-json/wp/v2/pages/900	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/pages/900.json	(from http://engo.test/courses/engo-junior/)
16:43:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:13:57%20GMT	http://engo.test/?p=1040	C:/My%20Web%20Sites/engo/engo.test/index2b79.html	(from http://engo.test/courses/engo-standard/)
16:43:59	0/-1	---M--	301	error ('')			http://engo.test/contact-us	C:/My%20Web%20Sites/engo/engo.test/contact-us.47.delayed	(from http://engo.test/courses/engo-standard/)
16:44:00	2645/2645	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2009:54:27%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcourses%2Fengo-standard%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed0a4b.json	(from http://engo.test/courses/engo-standard/)
16:44:02	2851/2851	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2009:54:28%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcourses%2Fengo-standard%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embedd956	(from http://engo.test/courses/engo-standard/)
16:44:03	2825/2825	---M--	200	added ('OK')	application/javascript	etag:%22b09-6258789d8c0cd%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-post-1040.min.js?ver=1730113923	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-post-1040.min885c.js	(from http://engo.test/courses/engo-standard/)
16:44:03	10845/10845	---M--	200	added ('OK')	text/css	etag:%222a5d-625878a4cfb1c%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-1183-1183.min.css?ver=1730108793	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-1183-1183.minea84.css	(from http://engo.test/courses/engo-business/)
16:44:04	98431/98431	---M--	200	added ('OK')	text/css	etag:%221807f-625878a756c78%22	http://engo.test/wp-content/uploads/elementor/css/post-1183.css?ver=1730113934	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-1183100e.css	(from http://engo.test/courses/engo-business/)
16:44:04	288589/288589	U--M--	200	updated ('OK')	image/jpeg	etag:%224674d-62586d6227548%22	http://engo.test/wp-content/uploads/2024/10/boy-cartoon-character-running-books-scaled.jpg	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/boy-cartoon-character-running-books-scaled.jpg	(from http://engo.test/wp-content/uploads/elementor/css/post-8.css?ver=1730113902)
16:44:05	2825/2825	---M--	200	added ('OK')	application/javascript	etag:%22b09-625878a81cd0f%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-post-1183.min.js?ver=1730113934	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-post-1183.min100e.js	(from http://engo.test/courses/engo-business/)
16:44:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:06%20GMT	http://engo.test/?p=1183	C:/My%20Web%20Sites/engo/engo.test/index6836.html	(from http://engo.test/courses/engo-business/)
16:44:08	72699/72699	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:13:55%20GMT	http://engo.test/wp-json/wp/v2/pages/1040	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/pages/1040.json	(from http://engo.test/courses/engo-standard/)
16:44:09	2636/2636	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2009:54:33%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcourses%2Fengo-business%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed91f7.json	(from http://engo.test/courses/engo-business/)
16:44:09	5096/5096	---M--	200	added ('OK')	text/css	etag:%2213e8-625878a599bc9%22	http://engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-23-23.min.css?ver=1730108793	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/theplus-addons/theplus-preload-post-23-23.minea84.css	(from http://engo.test/level-test/)
16:44:10	65291/65291	---M--	200	added ('OK')	text/css	etag:%22ff0b-625878a708050%22	http://engo.test/wp-content/uploads/elementor/css/post-23.css?ver=1730113933	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-2332e9.css	(from http://engo.test/level-test/)
16:44:11	2842/2842	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2009:54:34%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcourses%2Fengo-business%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embedf4e7	(from http://engo.test/courses/engo-business/)
16:44:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:11%20GMT	http://engo.test/?p=23	C:/My%20Web%20Sites/engo/engo.test/index40a0.html	(from http://engo.test/level-test/)
16:44:13	66227/66227	---M--	200	added ('OK')	text/css	etag:%22102b3-625878a832b45%22	http://engo.test/wp-content/uploads/elementor/css/post-24.css?ver=1730113934	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-24100e.css	(from http://engo.test/about-us/)
16:44:15	3130/3130	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2008:06:50%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Flevel-test%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed95ab.json	(from http://engo.test/level-test/)
16:44:17	3425/3425	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2008:06:54%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Flevel-test%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embeddcf3	(from http://engo.test/level-test/)
16:44:17	72604/72604	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:04%20GMT	http://engo.test/wp-json/wp/v2/pages/1183	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/pages/1183.json	(from http://engo.test/courses/engo-business/)
16:44:17	0/-1	---M--	301	error ('')			http://engo.test/contact-us	C:/My%20Web%20Sites/engo/engo.test/contact-us.55.delayed	(from http://engo.test/about-us/)
16:44:22	32928/32928	U--M--	200	updated ('OK')	image/png	etag:%2280a0-62586de3e7bfa%22	http://engo.test/wp-content/uploads/2024/10/Group-90.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/Group-90.png	(from http://engo.test/about-us/)
16:44:23	57191/57191	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:10%20GMT	http://engo.test/wp-json/wp/v2/pages/23	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/pages/23.json	(from http://engo.test/level-test/)
16:44:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:22%20GMT	http://engo.test/?p=24	C:/My%20Web%20Sites/engo/engo.test/index2cf9.html	(from http://engo.test/about-us/)
16:44:24	42211/42211	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:17%20GMT	http://engo.test/wp-json/wp/v2/pages/24	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/pages/24.json	(from http://engo.test/about-us/)
16:44:24	19867/19867	---M--	200	added ('OK')	text/css	etag:%224d9b-625878b0558d0%22	http://engo.test/wp-content/uploads/elementor/css/post-25.css?ver=1730113943	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-25daba.css	(from http://engo.test/blog/)
16:44:25	2572/2572	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2009:54:42%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fabout-us%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embede0be.json	(from http://engo.test/about-us/)
16:44:25	2780/2780	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2009:54:42%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fabout-us%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed3adb	(from http://engo.test/about-us/)
16:44:30	24362/24362	U--M--	200	updated ('OK')	image/png	etag:%225f2a-62586decfb541%22	http://engo.test/wp-content/uploads/2024/10/Rectangle-64.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/Rectangle-64.png	(from http://engo.test/about-us/)
16:44:30	139/139	U-----	200	untouched ('OK')	text/css	etag:%228b-6251df10c97d7%22	http://engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.24.7	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min52dd.css	(from http://engo.test/about-us/)
16:44:30	34661/34661	U--M--	200	updated ('OK')	image/png	etag:%228765-62586deb0cfc9%22	http://engo.test/wp-content/uploads/2024/10/Rectangle-63.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/Rectangle-63.png	(from http://engo.test/about-us/)
16:44:31	45335/45335	U--M--	200	updated ('OK')	image/png	etag:%22b117-62586de863097%22	http://engo.test/wp-content/uploads/2024/10/Rectangle-62.png	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/Rectangle-62.png	(from http://engo.test/about-us/)
16:44:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:31%20GMT	http://engo.test/?p=25	C:/My%20Web%20Sites/engo/engo.test/index970c.html	(from http://engo.test/blog/)
16:44:32	51418/51418	---M--	200	added ('OK')	text/css	etag:%22c8da-625878b058bb7%22	http://engo.test/wp-content/uploads/elementor/css/post-26.css?ver=1730113943	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-26daba.css	(from http://engo.test/contact-us/)
16:44:33	2152/2152	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2008:07:24%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fblog%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embedab52.json	(from http://engo.test/blog/)
16:44:34	6879/6879	U-----	200	untouched ('OK')	text/css	etag:%221adf-6251e9b6f4c75%22	http://engo.test/wp-content/plugins/elementor-pro/assets/css/widget-forms.min.css?ver=3.24.4	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor-pro/assets/css/widget-forms.min57a7.css	(from http://engo.test/contact-us/)
16:44:35	2322/2322	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2008:07:26%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fblog%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed699c	(from http://engo.test/blog/)
16:44:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:35%20GMT	http://engo.test/?p=26	C:/My%20Web%20Sites/engo/engo.test/index88b9.html	(from http://engo.test/contact-us/)
16:44:37	33831/33831	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:31%20GMT	http://engo.test/wp-json/wp/v2/pages/25	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/pages/25.json	(from http://engo.test/blog/)
16:44:38	367415/367415	U--M--	200	updated ('OK')	image/jpeg	etag:%2259b37-62586dae8e504%22	http://engo.test/wp-content/uploads/2024/10/blogger-with-headset-pointing-up-scaled.jpg	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/blogger-with-headset-pointing-up-scaled.jpg	(from http://engo.test/courses/engo-junior/)
16:44:38	2439/2439	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2008:07:29%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcontact-us%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embedc122.json	(from http://engo.test/contact-us/)
16:44:38	4014/4014	---M--	200	added ('OK')	text/css	etag:%22fae-625878b9c676b%22	http://engo.test/wp-content/uploads/elementor/css/post-1571.css?ver=1730113953	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/elementor/css/post-1571325d.css	(from http://engo.test/2024/10/24/the-importance-of-english-grammar/)
16:44:39	112427/112427	U-----	200	untouched ('OK')	text/css	etag:%221b72b-6251dec1d5b64%22	http://engo.test/wp-includes/css/dist/block-library/style.min.css?ver=6.6.2	C:/My%20Web%20Sites/engo/engo.test/wp-includes/css/dist/block-library/style.min109c.css	(from http://engo.test/2024/10/24/the-importance-of-english-grammar/)
16:44:39	2609/2609	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2008:07:30%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed13ea	(from http://engo.test/contact-us/)
16:44:39	38970/38970	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:34%20GMT	http://engo.test/wp-json/wp/v2/pages/26	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/pages/26.json	(from http://engo.test/contact-us/)
16:44:40	804/804	U-----	200	untouched ('')	application/rss+xml	etag:%22684f54c0e70ee0b61f7d3566e29af793%22	http://engo.test/2024/10/24/the-importance-of-english-grammar/feed/	C:/My%20Web%20Sites/engo/engo.test/2024/10/24/the-importance-of-english-grammar/feed/	(from http://engo.test/2024/10/24/the-importance-of-english-grammar/)
16:44:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:39%20GMT	http://engo.test/?p=386	C:/My%20Web%20Sites/engo/engo.test/index2023.html	(from http://engo.test/2024/10/24/the-importance-of-english-grammar/)
16:44:41	14175/14175	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:39%20GMT	http://engo.test/wp-json/wp/v2/posts/386	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/posts/386.json	(from http://engo.test/2024/10/24/the-importance-of-english-grammar/)
16:44:41	2643/2643	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2008:07:33%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2F2024%2F10%2F24%2Fthe-importance-of-english-grammar%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed5d92.json	(from http://engo.test/2024/10/24/the-importance-of-english-grammar/)
16:44:43	2845/2845	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2008:07:35%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2F2024%2F10%2F24%2Fthe-importance-of-english-grammar%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed6aee	(from http://engo.test/2024/10/24/the-importance-of-english-grammar/)
16:44:43	846/846	U-----	200	untouched ('')	application/rss+xml	etag:%22684f54c0e70ee0b61f7d3566e29af793%22	http://engo.test/2024/10/24/how-to-choose-the-right-english-language-course/feed/	C:/My%20Web%20Sites/engo/engo.test/2024/10/24/how-to-choose-the-right-english-language-course/feed/	(from http://engo.test/2024/10/24/how-to-choose-the-right-english-language-course/)
16:44:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:42%20GMT	http://engo.test/?p=383	C:/My%20Web%20Sites/engo/engo.test/index3f97.html	(from http://engo.test/2024/10/24/how-to-choose-the-right-english-language-course/)
16:44:44	14791/14791	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:41%20GMT	http://engo.test/wp-json/wp/v2/posts/383	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/posts/383.json	(from http://engo.test/2024/10/24/how-to-choose-the-right-english-language-course/)
16:44:44	2717/2717	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2008:07:37%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2F2024%2F10%2F24%2Fhow-to-choose-the-right-english-language-course%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embeda863.json	(from http://engo.test/2024/10/24/how-to-choose-the-right-english-language-course/)
16:44:45	2919/2919	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2008:07:39%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2F2024%2F10%2F24%2Fhow-to-choose-the-right-english-language-course%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed7a54	(from http://engo.test/2024/10/24/how-to-choose-the-right-english-language-course/)
16:44:45	861/861	U-----	200	untouched ('')	application/rss+xml	etag:%22684f54c0e70ee0b61f7d3566e29af793%22	http://engo.test/2024/10/24/5-tips-for-speaking-english-fluently-with-confidence/feed/	C:/My%20Web%20Sites/engo/engo.test/2024/10/24/5-tips-for-speaking-english-fluently-with-confidence/feed/	(from http://engo.test/2024/10/24/5-tips-for-speaking-english-fluently-with-confidence/)
16:44:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Oct%202024%2011:14:45%20GMT	http://engo.test/?p=379	C:/My%20Web%20Sites/engo/engo.test/index60bd.html	(from http://engo.test/2024/10/24/5-tips-for-speaking-english-fluently-with-confidence/)
16:44:47	283042/283042	U-----	200	untouched ('')	image/jpeg	etag:%22451a2-62523a96766f9%22	http://engo.test/wp-content/uploads/2024/10/pikaso_edit_1.jpeg	C:/My%20Web%20Sites/engo/engo.test/wp-content/uploads/2024/10/pikaso_edit_1.jpg	(from http://engo.test/wp-content/uploads/elementor/css/post-191.css?ver=1730113903)
16:44:47	2832/2832	U-----	200	untouched ('')	application/json	date:Mon,%2028%20Oct%202024%2008:07:41%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2F2024%2F10%2F24%2F5-tips-for-speaking-english-fluently-with-confidence%2F	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embed0905.json	(from http://engo.test/2024/10/24/5-tips-for-speaking-english-fluently-with-confidence/)
16:44:47	16437/16437	U--MC-	200	updated ('OK')	application/json	date:Mon,%2028%20Oct%202024%2011:14:44%20GMT	http://engo.test/wp-json/wp/v2/posts/379	C:/My%20Web%20Sites/engo/engo.test/wp-json/wp/v2/posts/379.json	(from http://engo.test/2024/10/24/5-tips-for-speaking-english-fluently-with-confidence/)
16:44:47	3036/3036	U-----	200	untouched ('')	text/xml	date:Mon,%2028%20Oct%202024%2008:07:43%20GMT	http://engo.test/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fengo.test%2F2024%2F10%2F24%2F5-tips-for-speaking-english-fluently-with-confidence%2F&format=xml	C:/My%20Web%20Sites/engo/engo.test/wp-json/oembed/1.0/embedf81d	(from http://engo.test/2024/10/24/5-tips-for-speaking-english-fluently-with-confidence/)
16:44:47	219324/219324	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22358bc-6251df10dcb9c%22	http://engo.test/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.31.0	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9d5b.eot	(from http://engo.test/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0)
16:44:47	97184/97184	U-----	200	untouched ('')	font/woff2	etag:%2217ba0-6251df10dfeab%22	http://engo.test/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.31.0	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9d5b.woff2	(from http://engo.test/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0)
16:44:48	219164/219164	U-----	200	untouched ('')	font/ttf	etag:%223581c-6251df10deeac%22	http://engo.test/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.31.0	C:/My%20Web%20Sites/engo/engo.test/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9d5b.ttf	(from http://engo.test/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0)
